PLAYER_ID,PLAYER,BIRDIE_AVG,BIRDIE_# OF BIRDIES,BIRDIE_TOTAL ROUNDS,DRIVING_AVG,DRIVING_TOTAL DISTANCE,DRIVING_TOTAL DRIVES,FAIRWAY_%,FAIRWAY_FAIRWAYS HIT,FAIRWAY_POSSIBLE FAIRWAYS,GREENS_%,GREENS_GREENS HIT,GREENS_# HOLES,GREENS_RELATIVE/PAR,PAR5_AVG,PAR5_TOTAL STROKES,PAR5_TOTAL HOLES,PAR4_AVG,PAR4_TOTAL STROKES,PAR4_TOTAL HOLES,PAR3_AVG,PAR3_TOTAL STROKES,PAR3_TOTAL HOLES,SCRAMBLE_%,SCRAMBLE_PAR OR BETTER,SCRAMBLE_MISSED GIR,STROKES_AVG,STROKES_TOTAL STROKES,STROKES_TOTAL ADJUSTMENT,STROKES_TOTAL ROUNDS,THREE_PUTT_%,THREE_PUTT_TOTAL,THREE_PUTT_TOTAL_HOLES,APPROACH_SG_AVG,APPROACH_SG_TOTAL,APPROACH_MEASURED_ROUNDS,PROXIMITY_AVG,PROXIMITY_TOTAL_DIST_FT,PROXIMITY_ATTEMPTS,PROXIMITY_GIR_RANK,SG_PUTTING_AVG,SG_PUTTING_TOTAL,SG_PUTTING_MEASURED_ROUNDS,SG_OTT_AVG,SG_OTT_TOTAL,SG_OTT_MEASURED_ROUNDS,SG_ATG_AVG,SG_ATG_TOTAL,SG_ATG_MEASURED_ROUNDS
37455,Si Woo Kim,4.56,164,36,298.6,21497,72,71.03%,358,504,69.91%,453,648,-0.35,4.57,585,128,3.91,1469,376,2.98,429,144,66.67%,130,195,70.152,2483.0,42.461,36.0,1.89%,15.0,792.0,0.817,30.232,37.0,"33' 3""",21964.583,661.0,21,-0.227,-8.415,37.0,0.605,22.392,37.0,0.182,6.746,37.0
36799,Stephan Jaeger,4.18,138,33,309.7,20442,66,48.68%,221,454,62.96%,374,594,-0.33,4.53,553,122,4.06,1349,332,2.95,413,140,65.91%,145,220,71.057,2315.0,29.884,33.0,2.53%,15.0,594.0,-0.166,-4.967,30.0,"40' 10""",21784.917,534.0,T128,0.298,8.929,30.0,-0.113,-3.402,30.0,0.255,7.647,30.0
57123,Steven Fisk,3.76,109,29,305.3,17710,58,58.00%,232,400,64.94%,339,522,-0.27,4.76,495,104,3.98,1179,296,3.08,376,122,62.30%,114,183,71.718,2050.0,29.818,29.0,2.02%,12.0,594.0,-0.161,-4.829,30.0,"37' 5""",19999.167,535.0,96,0.157,4.703,30.0,-0.233,-6.984,30.0,0.024,0.711,30.0
60386,Sudarshan Yellamaraju,4.63,162,35,313.5,21944,70,61.73%,300,486,67.62%,426,630,-0.36,4.53,543,120,3.94,1442,366,3.04,438,144,62.75%,128,204,70.179,2423.0,33.275,35.0,1.42%,10.0,702.0,0.449,14.356,32.0,"34' 5""",19688.417,572.0,46,0.491,15.716,32.0,0.382,12.212,32.0,-0.175,-5.593,32.0
47917,Takumi Kanaya,3.17,111,35,293.3,20529,70,62.03%,299,482,59.84%,377,630,-0.27,4.62,554,120,4.03,1459,362,3.14,465,148,64.03%,162,253,71.58,2478.0,27.308,35.0,1.59%,10.0,630.0,-0.919,-27.556,30.0,"40' 4""",21700.25,538.0,151,0.486,14.593,30.0,0.029,0.883,30.0,0.149,4.463,30.0
49947,Taylor Moore,3.75,105,28,312.0,17473,56,51.29%,199,388,60.32%,304,504,-0.33,4.56,483,106,4.07,1147,282,2.99,347,116,65.50%,131,200,71.38,1977.0,21.641,28.0,1.19%,6.0,504.0,-0.804,-20.094,25.0,"41' 6""",18484.583,445.0,144,0.322,8.054,25.0,0.41,10.246,25.0,0.21,5.253,25.0
40250,Taylor Pendrith,3.76,109,29,310.8,18024,58,58.71%,236,402,68.20%,356,522,-0.24,4.67,476,102,3.99,1196,300,3.13,376,120,62.65%,104,166,71.627,2048.0,29.181,29.0,5.05%,30.0,594.0,-0.186,-5.59,30.0,"38' 7""",20658.75,535.0,42,-0.546,-16.369,30.0,0.317,9.498,30.0,0.066,1.989,30.0
33968,Thorbjørn Olesen,3.55,71,20,303.9,12155,40,52.19%,143,274,66.39%,239,360,-0.26,4.54,318,70,4.03,823,204,3.15,271,86,59.50%,72,121,71.077,1412.0,9.537,20.0,3.06%,11.0,360.0,0.356,6.769,19.0,"38' 4""",12997.917,339.0,61,-0.371,-7.055,19.0,0.234,4.441,19.0,-0.014,-0.269,19.0
35532,Tom Hoge,3.8,114,30,297.3,17840,60,55.77%,232,416,64.44%,348,540,-0.32,4.6,478,104,4.03,1256,312,3.1,385,124,58.85%,113,192,71.838,2119.0,36.136,30.0,2.12%,13.0,612.0,0.13,4.023,31.0,"35' 0""",19395.75,554.0,T105,-0.164,-5.098,31.0,-0.49,-15.2,31.0,-0.401,-12.439,31.0
55182,Tom Kim,3.74,127,34,301.6,20506,68,61.97%,290,468,67.16%,411,612,-0.28,4.5,504,112,4.02,1431,356,3.09,445,144,63.18%,127,201,70.976,2380.0,33.188,34.0,2.94%,18.0,612.0,0.147,4.551,31.0,"37' 5""",20674.25,553.0,44,-0.221,-6.838,31.0,-0.195,-6.046,31.0,0.22,6.808,31.0
30911,Tommy Fleetwood,4.2,84,20,299.3,11973,40,64.29%,180,280,67.78%,244,360,-0.34,4.43,337,76,3.99,814,204,3.0,240,80,68.10%,79,116,70.457,1391.0,18.13,20.0,2.18%,11.0,504.0,0.323,7.744,24.0,"38' 0""",16259.167,428.0,80,-0.19,-4.552,24.0,0.351,8.42,24.0,0.601,14.418,24.0
29725,Tony Finau,4.03,141,35,302.8,21199,70,49.59%,239,482,61.43%,387,630,-0.35,4.52,570,126,4.07,1448,356,2.97,440,148,61.32%,149,243,71.202,2458.0,34.059,35.0,1.71%,12.0,702.0,-0.196,-7.041,36.0,"39' 5""",25142.0,638.0,148,-0.016,-0.561,36.0,-0.463,-16.681,36.0,0.331,11.933,36.0
46717,Viktor Hovland,3.68,81,22,297.8,13103,44,61.44%,188,306,63.64%,252,396,-0.31,4.61,369,80,4.01,906,226,3.0,270,90,65.28%,94,144,71.009,1545.0,17.204,22.0,2.04%,11.0,540.0,0.33,8.582,26.0,"37' 1""",17143.833,462.0,110,-0.014,-0.358,26.0,-0.174,-4.519,26.0,0.317,8.25,26.0
51894,Vince Whaley,3.55,110,31,300.4,18625,62,48.36%,206,426,60.22%,336,558,-0.3,4.62,499,108,4.06,1290,318,3.04,401,132,64.86%,144,222,71.456,2190.0,25.14,31.0,2.15%,12.0,558.0,-0.57,-13.682,24.0,"42' 4""",18086.333,427.0,145,1.046,25.114,24.0,-0.609,-14.625,24.0,-0.238,-5.719,24.0
63121,William Mouw,3.68,92,25,310.0,15500,50,63.58%,220,346,67.56%,304,450,-0.29,4.43,363,82,4.07,1075,264,3.11,323,104,55.48%,81,146,71.311,1761.0,21.785,25.0,3.07%,16.0,522.0,0.1,2.59,26.0,"38' 3""",17720.0,463.0,37,-0.191,-4.961,26.0,0.118,3.062,26.0,-0.298,-7.754,26.0
51766,Wyndham Clark,4.39,123,28,311.0,17417,56,56.96%,221,388,65.67%,331,504,-0.34,4.6,469,102,4.03,1152,286,3.01,349,116,56.65%,98,173,71.606,1970.0,34.97,28.0,3.24%,21.0,648.0,0.319,9.256,29.0,"36' 7""",18873.833,516.0,T76,-0.446,-12.922,29.0,-0.111,-3.209,29.0,0.164,4.756,29.0
48081,Xander Schauffele,4.12,107,26,310.3,16133,52,56.94%,205,360,66.88%,313,468,-0.32,4.53,435,96,3.94,1041,264,3.05,329,108,69.68%,108,155,70.128,1805.0,18.34,26.0,2.94%,18.0,612.0,0.623,18.069,29.0,"38' 6""",20023.25,520.0,35,0.284,8.233,29.0,0.493,14.301,29.0,-0.012,-0.361,29.0
48001,Zach Bauchou,3.86,139,36,302.5,21777,72,52.40%,262,500,65.90%,427,648,-0.29,4.57,576,126,4.0,1497,374,3.06,453,148,62.44%,138,221,71.099,2526.0,33.557,36.0,2.78%,18.0,648.0,0.081,2.339,29.0,"40' 2""",20763.833,517.0,T76,0.094,2.721,29.0,-0.311,-9.022,29.0,0.125,3.637,29.0
37338,Zecheng Dou,3.88,132,34,309.7,21057,68,48.94%,230,470,66.67%,408,612,-0.27,4.59,532,116,4.03,1426,354,3.04,431,142,63.73%,130,204,71.18,2389.0,31.107,34.0,4.08%,25.0,612.0,0.48,12.952,27.0,"39' 3""",18909.833,482.0,T50,-0.09,-2.423,27.0,-0.468,-12.647,27.0,0.358,9.653,27.0
